app,keyCount,mouseCount,freq,year,month,day,hour
SysDefault,0,7,2.283333333333333,2024,10,02,14
SysDefault,0,42,4.776190476190477,2024,10,02,15
SysDefault,0,30,4.792857142857144,2024,10,02,16
SysDefault,0,72,10.492857142857144,2024,10,02,17
SysDefault,0,36,5.866666666666667,2024,10,02,18
SysDefault,0,27,4.2,2024,10,02,19
SysDefault,0,3,0.5,2024,10,02,20
SysDefault,0,24,2.816666666666667,2024,10,02,21
SysDefault,0,53,6.333333333333334,2024,10,02,22
SysDefault,0,62,7.049999999999999,2024,10,02,23
msedge,44,1088,16.96666666666667,2024,10,02,23
msedge,6,19,0.6666666666666666,2024,10,03,08
msedge,1116,1092,16.483333333333334,2024,10,03,09
msedge,574,212,9.083333333333334,2024,10,03,10
msedge,16,24,1.2499999999999998,2024,10,03,14
msedge,20,71,2.6666666666666665,2024,10,03,15
msedge,309,292,5.916666666666667,2024,10,03,17
msedge,3315,343,22.46666666666667,2024,10,03,18
msedge,125,1013,15.95,2024,10,03,19
msedge,1823,2402,38.9,2024,10,03,20
msedge,3055,995,40.7,2024,10,03,21
msedge,2093,978,30.092857142857135,2024,10,03,22
HipsTray,0,4,0.6111111111111112,2024,10,03,20
OneDrive,0,2,0.1428571428571428,2024,10,03,22
WeChatAppEx,1,18,0.3333333333333333,2024,10,03,22
Clash for Windows,0,5,0.45,2024,10,03,09
Clash for Windows,0,1,0.1111111111111111,2024,10,03,20
ApplicationFrameHost,0,13,0.2,2024,10,03,18
ApplicationFrameHost,0,5,0.25,2024,10,03,19
ApplicationFrameHost,0,2,0.4166666666666666,2024,10,03,20
ApplicationFrameHost,0,17,0.3333333333333333,2024,10,03,21
ApplicationFrameHost,0,2,0.1428571428571428,2024,10,03,22
Taskmgr,0,0,1.1666666666666667,2024,10,03,21
LockApp,0,1,1.0,2024,10,03,08
LockApp,0,1,0.25,2024,10,03,14
StartMenuExperienceHost,0,1,0.1666666666666666,2024,10,02,23
SearchHost,0,1,0.2,2024,10,03,18
ShellExperienceHost,0,8,1.6833333333333331,2024,10,02,23
ShellExperienceHost,1,0,0.2,2024,10,03,09
ShellExperienceHost,0,1,0.3333333333333333,2024,10,03,17
ShellExperienceHost,0,1,0.25,2024,10,03,18
ShellExperienceHost,0,18,0.8333333333333333,2024,10,03,19
ShellExperienceHost,0,1,0.2,2024,10,03,20
ShellExperienceHost,0,1,0.2,2024,10,03,21
