app,keyCount,mouseCount,year,month,day,hour,minute
msedge,0,0,2024,11,05,00,05
msedge,0,4,2024,11,05,00,07
explorer,0,1,2024,11,05,00,07
WeChat,0,20,2024,11,05,00,07
msedge,0,1,2024,11,05,00,08
Clash for Windows,0,1,2024,11,05,00,08
StartMenuExperienceHost,0,1,2024,11,05,00,08
SearchHost,0,1,2024,11,05,00,08
explorer,0,2,2024,11,05,00,08
Code,0,1,2024,11,05,00,08
SysDefault,0,1,2024,11,05,00,08
cloudmusic,0,1,2024,11,05,12,08
MuMuPlayer,0,14,2024,11,05,12,08
QQ,0,4,2024,11,05,12,08
SysDefault,0,4,2024,11,05,12,08
MuMuPlayer,0,62,2024,11,05,12,09
SysDefault,0,1,2024,11,05,12,09
MuMuPlayer,5,70,2024,11,05,12,10
QQ,14,3,2024,11,05,12,10
SysDefault,0,2,2024,11,05,12,10
MuMuPlayer,0,56,2024,11,05,12,11
QQ,0,1,2024,11,05,12,11
SysDefault,0,1,2024,11,05,12,11
MuMuPlayer,0,35,2024,11,05,12,12
ShellExperienceHost,0,3,2024,11,05,12,13
MuMuPlayer,0,15,2024,11,05,12,13
SysDefault,0,2,2024,11,05,12,13
MuMuPlayer,0,42,2024,11,05,12,14
MuMuPlayer,0,39,2024,11,05,12,15
MuMuPlayer,0,16,2024,11,05,12,16
ShellExperienceHost,0,1,2024,11,05,12,17
MuMuPlayer,0,24,2024,11,05,12,17
QQ,8,2,2024,11,05,12,17
SysDefault,0,7,2024,11,05,12,17
MuMuPlayer,0,38,2024,11,05,12,18
MuMuPlayer,0,17,2024,11,05,12,19
MuMuPlayer,0,38,2024,11,05,12,20
MuMuPlayer,0,42,2024,11,05,12,22
MuMuPlayer,0,55,2024,11,05,12,23
MuMuPlayer,0,12,2024,11,05,12,24
MuMuPlayer,0,1,2024,11,05,12,25
MuMuPlayer,0,43,2024,11,05,12,26
MuMuPlayer,0,11,2024,11,05,12,27
MuMuPlayer,0,38,2024,11,05,12,28
MuMuPlayer,0,69,2024,11,05,12,29
MuMuPlayer,0,69,2024,11,05,12,30
MuMuPlayer,0,64,2024,11,05,12,31
MuMuPlayer,0,16,2024,11,05,12,32
MuMuPlayer,0,49,2024,11,05,12,33
MuMuPlayer,0,50,2024,11,05,12,34
MuMuPlayer,0,33,2024,11,05,12,35
MuMuPlayer,0,25,2024,11,05,12,36
MuMuPlayer,0,17,2024,11,05,12,37
MuMuPlayer,0,49,2024,11,05,12,38
MuMuPlayer,0,17,2024,11,05,12,39
MuMuPlayer,0,29,2024,11,05,12,40
MuMuPlayer,0,46,2024,11,05,12,41
MuMuPlayer,0,36,2024,11,05,12,42
QQ,14,86,2024,11,05,12,42
SysDefault,0,5,2024,11,05,12,42
ShellExperienceHost,0,1,2024,11,05,12,43
MuMuPlayer,0,74,2024,11,05,12,43
QQ,48,4,2024,11,05,12,43
SysDefault,0,8,2024,11,05,12,43
MuMuPlayer,0,12,2024,11,05,12,44
SysDefault,0,1,2024,11,05,12,44
MuMuPlayer,0,38,2024,11,05,12,45
MuMuPlayer,0,81,2024,11,05,12,46
MuMuPlayer,0,59,2024,11,05,12,47
MuMuPlayer,0,47,2024,11,05,12,48
MuMuPlayer,0,43,2024,11,05,12,49
MuMuPlayer,0,21,2024,11,05,12,50
MuMuPlayer,0,5,2024,11,05,12,51
MuMuPlayer,0,27,2024,11,05,12,52
MuMuPlayer,0,52,2024,11,05,12,53
MuMuPlayer,0,33,2024,11,05,12,54
MuMuPlayer,0,13,2024,11,05,12,55
MuMuPlayer,0,18,2024,11,05,12,56
MuMuPlayer,0,42,2024,11,05,12,57
MuMuPlayer,0,55,2024,11,05,12,58
MuMuPlayer,0,27,2024,11,05,12,59
MuMuPlayer,0,19,2024,11,05,13,00
MuMuPlayer,0,72,2024,11,05,13,01
MuMuPlayer,0,44,2024,11,05,13,02
MuMuPlayer,0,44,2024,11,05,13,03
MuMuPlayer,0,27,2024,11,05,13,04
MuMuPlayer,0,33,2024,11,05,13,05
StartMenuExperienceHost,0,1,2024,11,05,13,31
explorer,0,1,2024,11,05,13,31
MuMuPlayer,0,3,2024,11,05,13,31
SysDefault,0,1,2024,11,05,13,31
msedge,0,0,2024,11,05,15,46
QQ,35,6,2024,11,05,15,46
SysDefault,0,1,2024,11,05,15,46
msedge,0,1,2024,11,05,15,47
explorer,37,6,2024,11,05,15,47
cloudmusic,0,1,2024,11,05,15,47
QQ,70,1,2024,11,05,15,47
SysDefault,0,5,2024,11,05,15,47
Code,18,7,2024,11,05,15,48
SysDefault,0,1,2024,11,05,15,48
Code,29,35,2024,11,05,15,49
Code,22,6,2024,11,05,15,50
Code,25,0,2024,11,05,15,51
SysDefault,0,1,2024,11,05,15,51
msedge,0,2,2024,11,05,15,52
explorer,0,2,2024,11,05,15,52
Code,0,51,2024,11,05,15,52
SysDefault,0,5,2024,11,05,15,52
msedge,2,1,2024,11,05,15,53
Code,0,61,2024,11,05,15,53
SysDefault,0,1,2024,11,05,15,53
msedge,10,10,2024,11,05,15,55
msedge,0,249,2024,11,05,15,56
QQ,71,2,2024,11,05,15,56
SysDefault,0,39,2024,11,05,15,56
msedge,0,93,2024,11,05,15,57
QQ,0,1,2024,11,05,15,57
SysDefault,0,39,2024,11,05,15,57
msedge,4,30,2024,11,05,15,58
explorer,0,1,2024,11,05,15,58
QQ,0,20,2024,11,05,15,58
SysDefault,0,21,2024,11,05,15,58
msedge,0,1,2024,11,05,15,59
Code,0,4,2024,11,05,15,59
QQ,57,62,2024,11,05,15,59
SysDefault,0,2,2024,11,05,15,59
Code,0,1,2024,11,05,16,00
QQ,6,4,2024,11,05,16,00
SysDefault,0,2,2024,11,05,16,00
msedge,0,21,2024,11,05,16,01
QQ,38,15,2024,11,05,16,01
SysDefault,0,1,2024,11,05,16,01
msedge,0,1,2024,11,05,16,02
ShellExperienceHost,0,1,2024,11,05,16,02
QQ,92,1,2024,11,05,16,02
SysDefault,0,8,2024,11,05,16,02
explorer,0,1,2024,11,05,16,03
Code,0,1,2024,11,05,16,03
QQ,54,18,2024,11,05,16,03
WeChat,1,3,2024,11,05,16,03
SysDefault,0,2,2024,11,05,16,03
msedge,0,3,2024,11,05,16,04
Code,0,1,2024,11,05,16,04
QQ,53,7,2024,11,05,16,04
WeChat,0,3,2024,11,05,16,04
SysDefault,0,4,2024,11,05,16,04
msedge,0,1,2024,11,05,16,05
QQ,10,11,2024,11,05,16,05
SysDefault,0,1,2024,11,05,16,05
Code,0,83,2024,11,05,16,06
SysDefault,0,1,2024,11,05,16,06
msedge,0,4,2024,11,05,16,07
Code,0,0,2024,11,05,16,07
SysDefault,0,2,2024,11,05,16,07
Code,0,1,2024,11,05,16,08
Code,0,5,2024,11,05,16,09
WeChat,37,29,2024,11,05,16,09
SysDefault,0,1,2024,11,05,16,09
Code,0,6,2024,11,05,16,10
explorer,42,6,2024,11,05,16,11
Code,0,1,2024,11,05,16,11
WeChat,43,8,2024,11,05,16,11
wps,17,3,2024,11,05,16,11
SysDefault,0,4,2024,11,05,16,11
msedge,0,41,2024,11,05,16,12
ShellExperienceHost,0,1,2024,11,05,16,12
explorer,0,2,2024,11,05,16,12
Code,0,3,2024,11,05,16,12
WeChat,0,1,2024,11,05,16,12
SysDefault,0,5,2024,11,05,16,12
msedge,0,102,2024,11,05,16,13
msedge,0,0,2024,11,05,16,14
WeChat,0,2,2024,11,05,16,14
SysDefault,0,1,2024,11,05,16,14
explorer,0,1,2024,11,05,16,15
Code,9,48,2024,11,05,16,15
SysDefault,0,1,2024,11,05,16,15
msedge,3,10,2024,11,05,16,16
Code,106,4,2024,11,05,16,16
SysDefault,0,3,2024,11,05,16,16
msedge,8,22,2024,11,05,16,17
Code,14,18,2024,11,05,16,17
msedge,0,20,2024,11,05,16,18
msedge,0,8,2024,11,05,16,19
explorer,0,2,2024,11,05,16,19
Code,69,6,2024,11,05,16,19
SysDefault,0,1,2024,11,05,16,19
msedge,0,45,2024,11,05,16,20
explorer,0,1,2024,11,05,16,20
Code,13,2,2024,11,05,16,20
SysDefault,0,1,2024,11,05,16,20
msedge,0,17,2024,11,05,16,21
Code,51,4,2024,11,05,16,21
SysDefault,0,1,2024,11,05,16,21
msedge,25,5,2024,11,05,16,22
Code,71,14,2024,11,05,16,22
SysDefault,0,1,2024,11,05,16,22
msedge,0,3,2024,11,05,16,23
Code,21,9,2024,11,05,16,23
WeChat,2,2,2024,11,05,16,23
SysDefault,0,2,2024,11,05,16,23
msedge,0,15,2024,11,05,16,24
WeChat,57,1,2024,11,05,16,24
msedge,0,6,2024,11,05,16,25
SysDefault,0,1,2024,11,05,16,25
msedge,22,18,2024,11,05,16,26
Code,23,1,2024,11,05,16,26
WeChat,17,1,2024,11,05,16,26
SysDefault,0,2,2024,11,05,16,26
Code,113,1,2024,11,05,16,27
Code,58,0,2024,11,05,16,28
QQ,0,2,2024,11,05,16,28
SysDefault,0,2,2024,11,05,16,28
msedge,7,5,2024,11,05,16,29
Code,24,3,2024,11,05,16,29
QQ,16,2,2024,11,05,16,29
SysDefault,0,4,2024,11,05,16,29
msedge,0,6,2024,11,05,16,30
Code,57,14,2024,11,05,16,30
SysDefault,0,2,2024,11,05,16,30
msedge,0,37,2024,11,05,16,31
explorer,0,1,2024,11,05,16,31
Code,12,2,2024,11,05,16,31
SysDefault,0,1,2024,11,05,16,31
msedge,0,15,2024,11,05,16,32
msedge,0,13,2024,11,05,16,33
QQ,76,1,2024,11,05,16,33
SysDefault,0,27,2024,11,05,16,33
msedge,0,1,2024,11,05,16,34
QQ,152,2,2024,11,05,16,34
SysDefault,0,3,2024,11,05,16,34
msedge,0,2,2024,11,05,16,35
explorer,0,1,2024,11,05,16,35
Code,0,1,2024,11,05,16,35
QQ,24,42,2024,11,05,16,35
SysDefault,0,2,2024,11,05,16,35
msedge,22,5,2024,11,05,16,36
explorer,0,2,2024,11,05,16,36
Code,53,2,2024,11,05,16,36
QQ,26,2,2024,11,05,16,36
WeChat,0,2,2024,11,05,16,36
SysDefault,0,5,2024,11,05,16,36
msedge,17,10,2024,11,05,16,37
ShellExperienceHost,0,1,2024,11,05,16,37
Code,0,3,2024,11,05,16,37
QQ,0,1,2024,11,05,16,37
SysDefault,0,26,2024,11,05,16,37
msedge,0,25,2024,11,05,16,38
explorer,0,1,2024,11,05,16,38
Code,35,2,2024,11,05,16,38
SysDefault,0,1,2024,11,05,16,38
msedge,0,10,2024,11,05,16,39
explorer,0,2,2024,11,05,16,39
Code,0,8,2024,11,05,16,39
SysDefault,0,10,2024,11,05,16,39
msedge,0,15,2024,11,05,16,40
Code,40,17,2024,11,05,16,40
WeChat,0,3,2024,11,05,16,40
SysDefault,0,4,2024,11,05,16,40
Code,142,15,2024,11,05,16,41
msedge,28,49,2024,11,05,16,42
Code,0,4,2024,11,05,16,42
WeChat,24,36,2024,11,05,16,42
SysDefault,0,1,2024,11,05,16,42
msedge,4,60,2024,11,05,16,43
WeChat,138,2,2024,11,05,16,43
SysDefault,0,1,2024,11,05,16,43
msedge,3,61,2024,11,05,16,44
SysDefault,0,2,2024,11,05,16,44
msedge,4,20,2024,11,05,16,45
Code,71,7,2024,11,05,16,45
SysDefault,0,3,2024,11,05,16,45
msedge,0,5,2024,11,05,16,46
Code,45,3,2024,11,05,16,46
SysDefault,0,1,2024,11,05,16,46
msedge,0,11,2024,11,05,16,47
explorer,0,1,2024,11,05,16,47
Code,6,25,2024,11,05,16,47
SysDefault,0,2,2024,11,05,16,47
msedge,12,34,2024,11,05,16,48
ShellExperienceHost,0,1,2024,11,05,16,48
Code,0,3,2024,11,05,16,48
SysDefault,0,4,2024,11,05,16,48
msedge,0,6,2024,11,05,16,49
ShellExperienceHost,0,2,2024,11,05,16,49
Code,124,18,2024,11,05,16,49
SysDefault,0,2,2024,11,05,16,49
Code,36,19,2024,11,05,16,50
Code,0,42,2024,11,05,16,51
msedge,42,30,2024,11,05,16,52
Code,24,11,2024,11,05,16,52
SysDefault,0,1,2024,11,05,16,52
Code,74,35,2024,11,05,16,53
msedge,0,3,2024,11,05,16,54
Code,143,2,2024,11,05,16,54
SysDefault,0,1,2024,11,05,16,54
msedge,1,4,2024,11,05,16,55
explorer,0,3,2024,11,05,16,55
Code,62,10,2024,11,05,16,55
SysDefault,0,1,2024,11,05,16,55
Code,0,0,2024,11,05,16,56
WeChat,79,38,2024,11,05,16,56
SysDefault,0,2,2024,11,05,16,56
msedge,10,13,2024,11,05,16,57
Code,0,0,2024,11,05,16,57
WeChat,29,7,2024,11,05,16,57
SysDefault,0,2,2024,11,05,16,57
msedge,0,5,2024,11,05,16,58
Code,74,21,2024,11,05,16,58
WeChat,0,1,2024,11,05,16,58
SysDefault,0,2,2024,11,05,16,58
Code,45,37,2024,11,05,16,59
QQ,0,1,2024,11,05,16,59
SysDefault,0,7,2024,11,05,16,59
msedge,0,1,2024,11,05,17,00
explorer,0,1,2024,11,05,17,00
Code,40,3,2024,11,05,17,00
msedge,0,2,2024,11,05,17,01
ShellExperienceHost,0,3,2024,11,05,17,01
explorer,0,1,2024,11,05,17,01
Code,96,23,2024,11,05,17,01
SysDefault,0,3,2024,11,05,17,01
msedge,0,6,2024,11,05,17,02
explorer,0,4,2024,11,05,17,02
Code,1,1,2024,11,05,17,02
WeChat,28,3,2024,11,05,17,02
SysDefault,0,3,2024,11,05,17,02
msedge,0,0,2024,11,05,17,03
explorer,0,1,2024,11,05,17,03
WeChat,10,5,2024,11,05,17,03
SysDefault,0,4,2024,11,05,17,03
msedge,0,7,2024,11,05,17,04
msedge,0,1,2024,11,05,17,05
Code,34,0,2024,11,05,17,05
SysDefault,0,1,2024,11,05,17,05
msedge,0,114,2024,11,05,17,06
explorer,0,1,2024,11,05,17,06
Code,32,15,2024,11,05,17,06
WeChat,0,1,2024,11,05,17,06
SysDefault,0,6,2024,11,05,17,06
msedge,0,7,2024,11,05,17,07
Code,0,19,2024,11,05,17,07
WeChat,0,1,2024,11,05,17,07
msedge,19,26,2024,11,05,17,08
Code,22,0,2024,11,05,17,08
SysDefault,0,1,2024,11,05,17,08
msedge,20,31,2024,11,05,17,09
Code,24,54,2024,11,05,17,09
SysDefault,0,1,2024,11,05,17,09
msedge,0,77,2024,11,05,17,10
msedge,0,13,2024,11,05,17,11
Code,92,14,2024,11,05,17,11
msedge,0,5,2024,11,05,17,12
Code,43,92,2024,11,05,17,12
SysDefault,0,2,2024,11,05,17,12
msedge,7,16,2024,11,05,17,13
Code,17,56,2024,11,05,17,13
SysDefault,0,1,2024,11,05,17,13
msedge,0,0,2024,11,05,17,15
msedge,0,37,2024,11,05,17,16
ShellExperienceHost,0,1,2024,11,05,17,16
explorer,0,1,2024,11,05,17,16
Code,0,9,2024,11,05,17,16
SysDefault,0,2,2024,11,05,17,16
msedge,0,4,2024,11,05,17,17
Code,0,33,2024,11,05,17,17
SysDefault,0,1,2024,11,05,17,17
msedge,0,2,2024,11,05,17,21
msedge,0,2,2024,11,05,17,25
StartMenuExperienceHost,0,1,2024,11,05,17,25
SearchHost,0,1,2024,11,05,17,25
explorer,0,1,2024,11,05,17,25
Code,0,1,2024,11,05,17,25
WeChat,0,2,2024,11,05,17,25
msedge,0,13,2024,11,05,18,20
explorer,0,2,2024,11,05,18,20
Code,3,29,2024,11,05,18,20
QQ,47,26,2024,11,05,18,20
SysDefault,0,1,2024,11,05,18,20
msedge,0,68,2024,11,05,18,21
msedge,0,76,2024,11,05,18,22
msedge,0,97,2024,11,05,18,23
msedge,0,0,2024,11,05,18,24
QQ,0,8,2024,11,05,18,24
SysDefault,0,1,2024,11,05,18,24
QQ,127,45,2024,11,05,18,25
QQ,0,21,2024,11,05,18,26
QQ,0,1,2024,11,05,18,27
SysDefault,0,6,2024,11,05,18,27
msedge,0,5,2024,11,05,18,28
SysDefault,0,4,2024,11,05,18,28
msedge,0,40,2024,11,05,18,29
msedge,0,23,2024,11,05,18,30
msedge,0,6,2024,11,05,18,31
explorer,0,3,2024,11,05,18,31
Code,33,97,2024,11,05,18,31
explorer,0,1,2024,11,05,18,32
Code,20,24,2024,11,05,18,32
SysDefault,0,2,2024,11,05,18,32
msedge,10,41,2024,11,05,18,33
explorer,0,2,2024,11,05,18,33
Code,61,5,2024,11,05,18,33
SysDefault,0,3,2024,11,05,18,33
msedge,0,7,2024,11,05,18,34
SearchHost,8,0,2024,11,05,18,34
explorer,10,5,2024,11,05,18,34
Code,33,31,2024,11,05,18,34
WeChat,1,9,2024,11,05,18,34
SysDefault,1,6,2024,11,05,18,34
msedge,0,101,2024,11,05,18,35
WeChatAppEx,1,2,2024,11,05,18,35
WeChat,0,29,2024,11,05,18,35
msedge,0,51,2024,11,05,18,36
WeChatAppEx,0,1,2024,11,05,18,36
explorer,0,1,2024,11,05,18,36
WeChat,0,1,2024,11,05,18,36
msedge,1,8,2024,11,05,18,37
explorer,0,2,2024,11,05,18,37
Code,54,3,2024,11,05,18,37
SysDefault,0,4,2024,11,05,18,37
msedge,4,30,2024,11,05,18,38
explorer,0,1,2024,11,05,18,38
Code,12,49,2024,11,05,18,38
SysDefault,0,1,2024,11,05,18,38
msedge,0,3,2024,11,05,18,39
explorer,0,3,2024,11,05,18,39
Code,39,100,2024,11,05,18,39
SysDefault,0,4,2024,11,05,18,39
msedge,0,19,2024,11,05,18,40
explorer,0,2,2024,11,05,18,40
Code,27,11,2024,11,05,18,40
SysDefault,0,2,2024,11,05,18,40
msedge,23,30,2024,11,05,18,41
explorer,0,3,2024,11,05,18,41
Code,10,59,2024,11,05,18,41
SysDefault,0,3,2024,11,05,18,41
msedge,9,53,2024,11,05,18,42
msedge,0,10,2024,11,05,18,43
explorer,0,3,2024,11,05,18,43
Code,21,73,2024,11,05,18,43
SysDefault,0,2,2024,11,05,18,43
msedge,0,2,2024,11,05,18,44
explorer,0,1,2024,11,05,18,44
Code,9,83,2024,11,05,18,44
msedge,0,8,2024,11,05,18,45
explorer,0,8,2024,11,05,18,45
Code,59,48,2024,11,05,18,45
SysDefault,0,1,2024,11,05,18,45
msedge,0,1,2024,11,05,18,46
explorer,0,1,2024,11,05,18,46
Code,50,50,2024,11,05,18,46
msedge,0,2,2024,11,05,18,47
explorer,0,1,2024,11,05,18,47
Code,22,64,2024,11,05,18,47
SysDefault,0,1,2024,11,05,18,47
Code,11,72,2024,11,05,18,48
msedge,0,1,2024,11,05,18,49
explorer,0,2,2024,11,05,18,49
Code,41,81,2024,11,05,18,49
msedge,4,12,2024,11,05,18,50
explorer,0,2,2024,11,05,18,50
Code,9,30,2024,11,05,18,50
SysDefault,0,3,2024,11,05,18,50
msedge,0,1,2024,11,05,18,51
explorer,0,1,2024,11,05,18,51
Code,37,32,2024,11,05,18,51
msedge,0,10,2024,11,05,18,52
explorer,0,1,2024,11,05,18,52
Code,2,0,2024,11,05,18,52
SysDefault,0,1,2024,11,05,18,52
msedge,4,71,2024,11,05,18,53
msedge,0,2,2024,11,05,18,54
Code,14,147,2024,11,05,18,54
Code,64,78,2024,11,05,18,55
msedge,0,10,2024,11,05,18,56
explorer,0,3,2024,11,05,18,56
Code,35,34,2024,11,05,18,56
SysDefault,0,2,2024,11,05,18,56
msedge,1,12,2024,11,05,18,57
explorer,0,1,2024,11,05,18,57
Code,22,49,2024,11,05,18,57
Code,58,13,2024,11,05,18,58
msedge,0,12,2024,11,05,18,59
Code,58,31,2024,11,05,18,59
SysDefault,0,1,2024,11,05,18,59
msedge,5,24,2024,11,05,19,00
explorer,0,4,2024,11,05,19,00
Code,4,68,2024,11,05,19,00
WeChat,12,2,2024,11,05,19,00
SysDefault,0,4,2024,11,05,19,00
msedge,0,7,2024,11,05,19,01
explorer,0,1,2024,11,05,19,01
Code,33,8,2024,11,05,19,01
WeChat,58,14,2024,11,05,19,01
SysDefault,0,2,2024,11,05,19,01
msedge,0,4,2024,11,05,19,02
ShellExperienceHost,0,1,2024,11,05,19,02
explorer,0,2,2024,11,05,19,02
Code,17,4,2024,11,05,19,02
QQ,0,1,2024,11,05,19,02
WeChat,29,1,2024,11,05,19,02
SysDefault,0,5,2024,11,05,19,02
msedge,0,1,2024,11,05,19,03
Code,0,6,2024,11,05,19,03
QQ,55,13,2024,11,05,19,03
WeChat,0,1,2024,11,05,19,03
SysDefault,0,2,2024,11,05,19,03
explorer,0,1,2024,11,05,19,04
Code,0,19,2024,11,05,19,04
WeChat,70,2,2024,11,05,19,04
SysDefault,0,5,2024,11,05,19,04
Code,1,19,2024,11,05,19,05
WeChat,52,2,2024,11,05,19,05
SysDefault,0,1,2024,11,05,19,05
msedge,0,3,2024,11,05,19,06
explorer,0,1,2024,11,05,19,06
Code,24,34,2024,11,05,19,06
SysDefault,0,1,2024,11,05,19,06
msedge,0,1,2024,11,05,19,07
explorer,0,1,2024,11,05,19,07
Code,23,37,2024,11,05,19,07
SysDefault,0,1,2024,11,05,19,07
msedge,5,8,2024,11,05,19,08
explorer,0,5,2024,11,05,19,08
Code,4,9,2024,11,05,19,08
SysDefault,0,4,2024,11,05,19,08
msedge,0,27,2024,11,05,19,09
explorer,0,1,2024,11,05,19,09
SysDefault,0,1,2024,11,05,19,09
msedge,0,18,2024,11,05,19,10
msedge,0,10,2024,11,05,19,11
Code,14,63,2024,11,05,19,11
msedge,0,6,2024,11,05,19,12
explorer,0,1,2024,11,05,19,12
Code,5,35,2024,11,05,19,12
QQ,0,2,2024,11,05,19,12
SysDefault,0,2,2024,11,05,19,12
msedge,0,9,2024,11,05,19,13
explorer,0,1,2024,11,05,19,13
Code,0,1,2024,11,05,19,13
SysDefault,0,1,2024,11,05,19,13
msedge,0,161,2024,11,05,19,14
msedge,0,35,2024,11,05,19,15
explorer,0,1,2024,11,05,19,15
Code,50,19,2024,11,05,19,15
SysDefault,0,1,2024,11,05,19,15
msedge,0,4,2024,11,05,19,16
explorer,0,1,2024,11,05,19,16
Code,0,31,2024,11,05,19,16
SysDefault,0,1,2024,11,05,19,16
msedge,0,1,2024,11,05,19,17
explorer,0,46,2024,11,05,19,17
Code,8,22,2024,11,05,19,17
QQ,0,7,2024,11,05,19,17
WeChat,0,60,2024,11,05,19,17
SysDefault,0,5,2024,11,05,19,17
msedge,0,2,2024,11,05,19,18
explorer,0,14,2024,11,05,19,18
Code,28,90,2024,11,05,19,18
WeChat,0,21,2024,11,05,19,18
SysDefault,0,2,2024,11,05,19,18
msedge,5,7,2024,11,05,19,19
explorer,0,2,2024,11,05,19,19
Code,45,36,2024,11,05,19,19
SysDefault,0,1,2024,11,05,19,19
msedge,0,5,2024,11,05,19,20
explorer,0,1,2024,11,05,19,20
msedge,0,29,2024,11,05,19,22
explorer,0,3,2024,11,05,19,22
Code,0,5,2024,11,05,19,22
SysDefault,0,1,2024,11,05,19,22
msedge,0,3,2024,11,05,19,23
explorer,0,2,2024,11,05,19,23
Code,14,42,2024,11,05,19,23
SysDefault,0,1,2024,11,05,19,23
msedge,0,34,2024,11,05,19,24
explorer,0,2,2024,11,05,19,24
Code,5,3,2024,11,05,19,24
SysDefault,0,3,2024,11,05,19,24
msedge,58,155,2024,11,05,19,25
Code,0,9,2024,11,05,19,25
msedge,4,10,2024,11,05,19,26
explorer,0,1,2024,11,05,19,26
Code,104,6,2024,11,05,19,26
SysDefault,0,1,2024,11,05,19,26
msedge,0,35,2024,11,05,19,27
explorer,0,3,2024,11,05,19,27
Code,64,2,2024,11,05,19,27
SysDefault,0,1,2024,11,05,19,27
msedge,0,0,2024,11,05,19,28
explorer,0,1,2024,11,05,19,28
Code,8,27,2024,11,05,19,28
SysDefault,0,3,2024,11,05,19,28
msedge,0,106,2024,11,05,19,29
msedge,7,30,2024,11,05,19,30
Code,8,4,2024,11,05,19,30
SysDefault,0,3,2024,11,05,19,30
msedge,0,18,2024,11,05,19,31
explorer,0,1,2024,11,05,19,31
Code,21,9,2024,11,05,19,31
SysDefault,0,2,2024,11,05,19,31
msedge,4,10,2024,11,05,19,32
explorer,0,2,2024,11,05,19,32
Code,62,15,2024,11,05,19,32
SysDefault,0,5,2024,11,05,19,32
msedge,0,52,2024,11,05,19,33
explorer,0,2,2024,11,05,19,33
Code,12,20,2024,11,05,19,33
SysDefault,0,3,2024,11,05,19,33
msedge,0,110,2024,11,05,19,34
msedge,0,48,2024,11,05,19,35
msedge,0,63,2024,11,05,19,36
msedge,32,113,2024,11,05,19,37
msedge,0,99,2024,11,05,19,38
msedge,0,110,2024,11,05,19,39
Code,24,42,2024,11,05,19,39
explorer,0,1,2024,11,05,19,40
Code,151,9,2024,11,05,19,40
SysDefault,0,1,2024,11,05,19,40
msedge,0,262,2024,11,05,19,41
explorer,0,1,2024,11,05,19,41
Code,0,2,2024,11,05,19,41
SysDefault,0,2,2024,11,05,19,41
msedge,0,47,2024,11,05,19,42
explorer,0,2,2024,11,05,19,42
Code,13,12,2024,11,05,19,42
SysDefault,0,1,2024,11,05,19,42
msedge,0,45,2024,11,05,19,43
explorer,0,1,2024,11,05,19,43
Code,131,25,2024,11,05,19,43
SysDefault,0,1,2024,11,05,19,43
msedge,0,153,2024,11,05,19,45
Code,2,5,2024,11,05,19,45
msedge,0,8,2024,11,05,19,46
explorer,0,3,2024,11,05,19,46
Code,81,12,2024,11,05,19,46
SysDefault,0,2,2024,11,05,19,46
msedge,0,18,2024,11,05,19,47
explorer,0,3,2024,11,05,19,47
Code,12,5,2024,11,05,19,47
SysDefault,0,2,2024,11,05,19,47
msedge,0,24,2024,11,05,19,48
explorer,0,1,2024,11,05,19,48
Code,8,3,2024,11,05,19,48
SysDefault,0,1,2024,11,05,19,48
msedge,0,7,2024,11,05,19,49
explorer,0,1,2024,11,05,19,49
Code,20,38,2024,11,05,19,49
SysDefault,0,1,2024,11,05,19,49
msedge,0,20,2024,11,05,19,50
Code,15,12,2024,11,05,19,50
SysDefault,0,1,2024,11,05,19,50
msedge,0,20,2024,11,05,19,51
explorer,0,2,2024,11,05,19,51
Code,51,12,2024,11,05,19,51
SysDefault,0,3,2024,11,05,19,51
msedge,0,43,2024,11,05,19,52
explorer,0,2,2024,11,05,19,52
Code,12,23,2024,11,05,19,52
SysDefault,0,1,2024,11,05,19,52
msedge,0,136,2024,11,05,19,53
msedge,0,3,2024,11,05,19,58
Code,36,5,2024,11,05,19,58
msedge,0,1,2024,11,05,20,05
StartMenuExperienceHost,0,1,2024,11,05,20,05
explorer,0,2,2024,11,05,20,05
Code,4,1,2024,11,05,20,05
QQ,0,1,2024,11,05,20,05
WeChat,0,2,2024,11,05,20,05
SysDefault,0,3,2024,11,05,20,05
msedge,0,6,2024,11,05,20,59
explorer,0,1,2024,11,05,20,59
cloudmusic,0,1,2024,11,05,20,59
QQ,0,1,2024,11,05,20,59
SysDefault,0,2,2024,11,05,20,59
msedge,0,7,2024,11,05,21,00
explorer,0,2,2024,11,05,21,00
MuMuPlayer,0,7,2024,11,05,21,00
SysDefault,0,7,2024,11,05,21,00
MuMuPlayer,0,15,2024,11,05,21,01
SysDefault,0,1,2024,11,05,21,01
MuMuPlayer,0,47,2024,11,05,21,02
MuMuPlayer,0,42,2024,11,05,21,03
MuMuPlayer,0,49,2024,11,05,21,04
MuMuPlayer,0,4,2024,11,05,21,05
MuMuPlayer,0,33,2024,11,05,21,06
SysDefault,0,2,2024,11,05,21,06
explorer,0,2,2024,11,05,21,07
MuMuPlayer,0,9,2024,11,05,21,07
QQ,69,5,2024,11,05,21,07
SysDefault,0,5,2024,11,05,21,07
MuMuPlayer,0,31,2024,11,05,21,08
MuMuPlayer,0,12,2024,11,05,21,09
MuMuPlayer,0,22,2024,11,05,21,10
MuMuPlayer,0,32,2024,11,05,21,11
MuMuPlayer,0,5,2024,11,05,21,12
MuMuPlayer,0,21,2024,11,05,21,13
MuMuPlayer,0,16,2024,11,05,21,14
