keyTime,keyCount,mouseCount,distance,freqType,date
2024100210,1541,2639,941917,1,2024-10-02
2024100211,2561,2460,677569,1,2024-10-02
2024100212,1112,2675,1045106,1,2024-10-02
2024100213,1260,2420,1075666,1,2024-10-02
2024100214,114,99,75597,1,2024-10-02
2024100215,358,1208,371512,1,2024-10-02
2024100216,1154,1582,357082,1,2024-10-02
2024100217,1099,1925,659465,1,2024-10-02
2024100218,2461,1211,343774,1,2024-10-02
2024100219,380,1673,406167,1,2024-10-02
2024100220,468,55,54703,1,2024-10-02
2024100221,1401,510,251339,1,2024-10-02
2024100222,519,1334,449324,1,2024-10-02
2024100223,44,1941,975237,1,2024-10-02
2024100200,0,3,2921,1,2024-10-02
2024100209,4,59,69727,1,2024-10-02
2024100210,1541,2639,941917,1,2024-10-02
2024100211,2561,2460,677569,1,2024-10-02
2024100212,1112,2675,1045106,1,2024-10-02
2024100213,1260,2420,1075666,1,2024-10-02
2024100214,114,99,75597,1,2024-10-02
2024100215,358,1208,371512,1,2024-10-02
2024100216,1154,1582,357082,1,2024-10-02
2024100217,1099,1925,659465,1,2024-10-02
2024100218,2461,1211,343774,1,2024-10-02
2024100219,380,1673,406167,1,2024-10-02
2024100220,468,55,54703,1,2024-10-02
2024100221,1401,510,251339,1,2024-10-02
2024100222,519,1334,449324,1,2024-10-02
2024100223,44,2004,987779,1,2024-10-02
2024100308,6,149,94978,1,2024-10-03
2024100309,1140,2147,654373,1,2024-10-03
2024100310,574,1013,422221,1,2024-10-03
2024100314,16,1092,564864,1,2024-10-03
2024100315,20,431,178512,1,2024-10-03
2024100317,448,1296,497349,1,2024-10-03
2024100318,4269,1381,684727,1,2024-10-03
2024100319,451,1205,319488,1,2024-10-03
2024100320,1972,2534,627886,1,2024-10-03
2024100321,3278,1201,309444,1,2024-10-03
2024100322,2161,1105,234564,1,2024-10-03
2024100323,19,26,17815,1,2024-10-03
2024100308,6,149,94978,1,2024-10-03
2024100309,1140,2147,654373,1,2024-10-03
2024100310,574,1013,422221,1,2024-10-03
2024100314,16,1092,564864,1,2024-10-03
2024100315,20,431,178512,1,2024-10-03
2024100317,448,1296,497349,1,2024-10-03
2024100318,4269,1381,684727,1,2024-10-03
2024100319,451,1205,319488,1,2024-10-03
2024100320,1972,2534,627886,1,2024-10-03
2024100321,3278,1201,309444,1,2024-10-03
2024100322,2161,1105,234564,1,2024-10-03
2024100323,19,37,29875,1,2024-10-03
2024100409,959,1436,380388,1,2024-10-04
2024100410,3462,1138,252769,1,2024-10-04
2024100411,1972,1493,388573,1,2024-10-04
2024100413,185,334,132646,1,2024-10-04
2024100414,2666,1076,313536,1,2024-10-04
2024100416,269,1781,664184,1,2024-10-04
2024100417,523,2070,658845,1,2024-10-04
2024100418,0,0,1,1,2024-10-04
2024100419,370,430,168597,1,2024-10-04
2024100420,3820,1344,481074,1,2024-10-04
2024100421,817,1295,297122,1,2024-10-04
2024100422,974,1963,603669,1,2024-10-04
2024100423,847,3136,967455,1,2024-10-04
2024100409,959,1436,380388,1,2024-10-04
2024100410,3462,1138,252769,1,2024-10-04
2024100411,1972,1493,388573,1,2024-10-04
2024100413,185,334,132646,1,2024-10-04
2024100414,2666,1076,313536,1,2024-10-04
2024100416,269,1781,664184,1,2024-10-04
2024100417,523,2070,658845,1,2024-10-04
2024100418,0,0,1,1,2024-10-04
2024100419,370,430,168597,1,2024-10-04
2024100420,3820,1344,481074,1,2024-10-04
2024100421,817,1295,297122,1,2024-10-04
2024100422,974,1963,603669,1,2024-10-04
2024100423,847,3136,967455,1,2024-10-04
2024100500,121,283,142466,1,2024-10-05
2024100509,10,1,1754,1,2024-10-05
2024100510,36,1555,634513,1,2024-10-05
2024100513,426,361,96137,1,2024-10-05
2024100514,2288,981,202107,1,2024-10-05
2024100515,2160,984,356049,1,2024-10-05
2024100516,1873,805,367770,1,2024-10-05
2024100517,904,1790,961576,1,2024-10-05
2024100520,34,1217,340638,1,2024-10-05
2024100521,693,1121,545629,1,2024-10-05
2024100522,929,528,74572,1,2024-10-05
2024100523,17,1977,858329,1,2024-10-05
2024100500,121,283,142466,1,2024-10-05
2024100509,10,1,1754,1,2024-10-05
2024100510,36,1555,634513,1,2024-10-05
2024100513,426,361,96137,1,2024-10-05
2024100514,2288,981,202107,1,2024-10-05
2024100515,2160,984,356049,1,2024-10-05
2024100516,1873,805,367770,1,2024-10-05
2024100517,904,1790,961576,1,2024-10-05
2024100520,34,1217,340638,1,2024-10-05
2024100521,693,1121,545629,1,2024-10-05
2024100522,929,528,74572,1,2024-10-05
2024100523,17,1977,858329,1,2024-10-05
2024100600,1263,1717,704936,1,2024-10-06
2024100601,106,378,131182,1,2024-10-06
2024100610,53,332,191109,1,2024-10-06
2024100611,437,1328,386242,1,2024-10-06
2024100612,633,1718,602850,1,2024-10-06
2024100613,561,1386,446934,1,2024-10-06
2024100614,847,1982,913559,1,2024-10-06
2024100615,877,1874,564173,1,2024-10-06
2024100616,3172,872,482888,1,2024-10-06
2024100617,7929,1297,663900,1,2024-10-06
2024100618,10794,1659,623947,1,2024-10-06
2024100619,12074,1150,487836,1,2024-10-06
2024100620,1726,841,303835,1,2024-10-06
2024100621,317,776,278007,1,2024-10-06
2024100623,130,469,135059,1,2024-10-06
2024100600,1263,1717,704936,1,2024-10-06
2024100601,106,378,131182,1,2024-10-06
2024100610,53,332,191109,1,2024-10-06
2024100611,437,1328,386242,1,2024-10-06
2024100612,633,1718,602850,1,2024-10-06
2024100613,561,1386,446934,1,2024-10-06
2024100614,847,1982,913559,1,2024-10-06
2024100615,877,1874,564173,1,2024-10-06
2024100616,3172,872,482888,1,2024-10-06
2024100617,7929,1297,663900,1,2024-10-06
2024100618,10794,1659,623947,1,2024-10-06
2024100619,12074,1150,487836,1,2024-10-06
2024100620,1726,841,303835,1,2024-10-06
2024100621,317,776,278007,1,2024-10-06
2024100623,130,470,135100,1,2024-10-06
2024100710,1592,66,70705,1,2024-10-07
2024100711,7884,251,272751,1,2024-10-07
2024100712,6777,379,352277,1,2024-10-07
2024100713,1706,97,88864,1,2024-10-07
2024100715,1215,67,77793,1,2024-10-07
2024100716,2988,174,222760,1,2024-10-07
2024100717,6830,185,211476,1,2024-10-07
2024100718,6948,200,214769,1,2024-10-07
2024100722,0,8,7140,1,2024-10-07
2024100723,540,846,512870,1,2024-10-07
2024100710,1592,66,70705,1,2024-10-07
2024100711,7884,251,272751,1,2024-10-07
2024100712,6777,379,352277,1,2024-10-07
2024100713,1706,97,88864,1,2024-10-07
2024100715,1215,67,77793,1,2024-10-07
2024100716,2988,174,222760,1,2024-10-07
2024100717,6830,185,211476,1,2024-10-07
2024100718,6948,200,214769,1,2024-10-07
2024100722,0,8,7140,1,2024-10-07
2024100723,540,857,524575,1,2024-10-07
2024100812,3070,1690,706657,1,2024-10-08
2024100815,603,362,190847,1,2024-10-08
2024100818,2077,2483,1241345,1,2024-10-08
2024100819,3307,2375,985603,1,2024-10-08
2024100820,49,517,164823,1,2024-10-08
2024100821,966,1502,421616,1,2024-10-08
2024100822,1500,2319,1337669,1,2024-10-08
2024100823,1459,2687,1486901,1,2024-10-08
2024100812,3070,1690,706657,1,2024-10-08
2024100815,603,362,190847,1,2024-10-08
2024100818,2077,2483,1241345,1,2024-10-08
2024100819,3307,2375,985603,1,2024-10-08
2024100820,49,517,164823,1,2024-10-08
2024100821,966,1502,421616,1,2024-10-08
2024100822,1500,2319,1337669,1,2024-10-08
2024100823,1459,2687,1486901,1,2024-10-08
2024100900,5684,670,198540,1,2024-10-09
2024100908,52,552,335631,1,2024-10-09
2024100909,783,927,430408,1,2024-10-09
2024100910,2924,2170,923436,1,2024-10-09
2024100911,803,778,168697,1,2024-10-09
2024100912,0,7,5242,1,2024-10-09
2024100913,887,928,371635,1,2024-10-09
2024100914,3511,1454,587334,1,2024-10-09
2024100915,3546,1506,482817,1,2024-10-09
2024100916,2915,1476,865260,1,2024-10-09
2024100917,1610,720,336857,1,2024-10-09
2024100918,4768,1818,576746,1,2024-10-09
2024100919,3397,1001,564379,1,2024-10-09
2024100920,3755,1812,666769,1,2024-10-09
2024100921,69,81,56341,1,2024-10-09
2024100922,1566,1586,1071563,1,2024-10-09
2024100923,824,1626,1048084,1,2024-10-09
2024100900,5684,670,198540,1,2024-10-09
2024100908,52,552,335631,1,2024-10-09
2024100909,783,927,430408,1,2024-10-09
2024100910,2924,2170,923436,1,2024-10-09
2024100911,803,778,168697,1,2024-10-09
2024100912,0,7,5242,1,2024-10-09
2024100913,887,928,371635,1,2024-10-09
2024100914,3511,1454,587334,1,2024-10-09
2024100915,3546,1506,482817,1,2024-10-09
2024100916,2915,1476,865260,1,2024-10-09
2024100917,1610,720,336857,1,2024-10-09
2024100918,4768,1818,576746,1,2024-10-09
2024100919,3397,1001,564379,1,2024-10-09
2024100920,3755,1812,666769,1,2024-10-09
2024100921,69,81,56341,1,2024-10-09
2024100922,1566,1586,1071563,1,2024-10-09
2024100923,824,1626,1048084,1,2024-10-09
2024101000,561,375,397383,1,2024-10-10
2024101012,693,877,468594,1,2024-10-10
2024101013,68,29,16806,1,2024-10-10
2024101014,453,49,86753,1,2024-10-10
2024101015,10340,882,419754,1,2024-10-10
2024101016,3281,2308,948099,1,2024-10-10
2024101017,719,2628,942653,1,2024-10-10
2024101018,582,1329,476413,1,2024-10-10
2024101019,78,169,56124,1,2024-10-10
2024101020,4386,1410,546856,1,2024-10-10
2024101021,3244,2356,537329,1,2024-10-10
2024101022,1163,2372,596280,1,2024-10-10
2024101023,1304,1056,239546,1,2024-10-10
2024101000,561,375,397383,1,2024-10-10
2024101012,693,877,468594,1,2024-10-10
2024101013,68,29,16806,1,2024-10-10
2024101014,453,49,86753,1,2024-10-10
2024101015,10340,882,419754,1,2024-10-10
2024101016,3281,2308,948099,1,2024-10-10
2024101017,719,2628,942653,1,2024-10-10
2024101018,582,1329,476413,1,2024-10-10
2024101019,78,169,56124,1,2024-10-10
2024101020,4386,1410,546856,1,2024-10-10
2024101021,3244,2356,537329,1,2024-10-10
2024101022,1163,2372,596280,1,2024-10-10
2024101023,1304,1056,239546,1,2024-10-10
2024101100,119,158,51451,1,2024-10-11
2024101112,0,517,449202,1,2024-10-11
2024101113,131,577,213227,1,2024-10-11
2024101114,2075,2872,976593,1,2024-10-11
2024101115,3684,778,272964,1,2024-10-11
2024101116,2907,1617,824437,1,2024-10-11
2024101117,2477,1080,593680,1,2024-10-11
2024101118,842,914,360588,1,2024-10-11
2024101119,270,939,264932,1,2024-10-11
2024101120,2458,2254,462700,1,2024-10-11
2024101121,3100,940,293676,1,2024-10-11
2024101122,2764,2325,450852,1,2024-10-11
2024101123,7488,2370,542910,1,2024-10-11
2024101100,119,158,51451,1,2024-10-11
2024101112,0,517,449202,1,2024-10-11
2024101113,131,577,213227,1,2024-10-11
2024101114,2075,2872,976593,1,2024-10-11
2024101115,3684,778,272964,1,2024-10-11
2024101116,2907,1617,824437,1,2024-10-11
2024101117,2477,1080,593680,1,2024-10-11
2024101118,842,914,360588,1,2024-10-11
2024101119,270,939,264932,1,2024-10-11
2024101120,2458,2254,462700,1,2024-10-11
2024101121,3100,940,293676,1,2024-10-11
2024101122,2764,2325,450852,1,2024-10-11
2024101123,7488,2370,542910,1,2024-10-11
2024101200,4005,1638,128972,1,2024-10-12
2024101209,185,346,197678,1,2024-10-12
2024101210,253,614,342773,1,2024-10-12
2024101211,62,673,148518,1,2024-10-12
2024101212,632,583,236567,1,2024-10-12
2024101216,931,546,236614,1,2024-10-12
2024101217,6870,885,294381,1,2024-10-12
2024101218,137,614,331056,1,2024-10-12
2024101219,697,1547,749511,1,2024-10-12
2024101220,5613,1244,518216,1,2024-10-12
2024101221,542,496,253404,1,2024-10-12
2024101222,1280,156,80699,1,2024-10-12
2024101223,537,462,213558,1,2024-10-12
2024101200,4005,1638,128972,1,2024-10-12
2024101209,185,346,197678,1,2024-10-12
2024101210,253,614,342773,1,2024-10-12
2024101211,62,673,148518,1,2024-10-12
2024101212,632,583,236567,1,2024-10-12
2024101216,931,546,236614,1,2024-10-12
2024101217,6870,885,294381,1,2024-10-12
2024101218,137,614,331056,1,2024-10-12
2024101219,697,1547,749511,1,2024-10-12
2024101220,5613,1244,518216,1,2024-10-12
2024101221,542,496,253404,1,2024-10-12
2024101222,1280,156,80699,1,2024-10-12
2024101223,537,462,213558,1,2024-10-12
2024101300,0,4,3403,1,2024-10-13
2024101309,150,580,279442,1,2024-10-13
2024101310,748,820,185021,1,2024-10-13
2024101311,6420,666,336745,1,2024-10-13
2024101312,2775,719,236088,1,2024-10-13
2024101313,0,0,3434,1,2024-10-13
2024101314,26,139,56901,1,2024-10-13
2024101315,2203,605,377716,1,2024-10-13
2024101316,330,2320,913896,1,2024-10-13
2024101317,779,1256,350342,1,2024-10-13
2024101318,4342,545,215508,1,2024-10-13
2024101319,926,1129,233338,1,2024-10-13
2024101320,6,0,2069,1,2024-10-13
2024101321,294,961,327554,1,2024-10-13
2024101322,1081,598,261044,1,2024-10-13
2024101323,2336,891,236540,1,2024-10-13
2024101300,0,4,3403,1,2024-10-13
2024101309,150,580,279442,1,2024-10-13
2024101310,748,820,185021,1,2024-10-13
2024101311,6420,666,336745,1,2024-10-13
2024101312,2775,719,236088,1,2024-10-13
2024101313,0,0,3434,1,2024-10-13
2024101314,26,139,56901,1,2024-10-13
2024101315,2203,605,377716,1,2024-10-13
2024101316,330,2320,913896,1,2024-10-13
2024101317,779,1256,350342,1,2024-10-13
2024101318,4342,545,215508,1,2024-10-13
2024101319,926,1129,233338,1,2024-10-13
2024101320,6,0,2069,1,2024-10-13
2024101321,294,961,327554,1,2024-10-13
2024101322,1081,598,261044,1,2024-10-13
2024101323,2336,891,236540,1,2024-10-13
2024101400,17,207,64976,1,2024-10-14
2024101409,6,341,193732,1,2024-10-14
2024101410,26,52,92388,1,2024-10-14
2024101411,0,12,23276,1,2024-10-14
2024101412,52,257,100250,1,2024-10-14
2024101416,0,7,5383,1,2024-10-14
2024101417,3,49,32969,1,2024-10-14
2024101418,1680,1857,1021275,1,2024-10-14
2024101419,1087,2459,637316,1,2024-10-14
2024101420,969,641,232276,1,2024-10-14
2024101421,259,1125,362158,1,2024-10-14
2024101422,2608,4045,1147684,1,2024-10-14
2024101423,1503,2738,593805,1,2024-10-14
2024101400,17,207,64976,1,2024-10-14
2024101409,6,341,193732,1,2024-10-14
2024101410,26,52,92388,1,2024-10-14
2024101411,0,12,23276,1,2024-10-14
2024101412,52,257,100250,1,2024-10-14
2024101416,0,7,5383,1,2024-10-14
2024101417,3,49,32969,1,2024-10-14
2024101418,1680,1857,1021275,1,2024-10-14
2024101419,1087,2459,637316,1,2024-10-14
2024101420,969,641,232276,1,2024-10-14
2024101421,259,1125,362158,1,2024-10-14
2024101422,2608,4045,1147684,1,2024-10-14
2024101423,1503,2738,593805,1,2024-10-14
2024101500,1,11,11641,1,2024-10-15
2024101511,5,41,16100,1,2024-10-15
2024101512,3135,644,415601,1,2024-10-15
2024101513,779,671,262398,1,2024-10-15
2024101515,2090,26,45046,1,2024-10-15
2024101516,4278,152,185146,1,2024-10-15
2024101517,312,25,32237,1,2024-10-15
2024101518,3014,2986,828453,1,2024-10-15
2024101519,1113,4142,1087304,1,2024-10-15
2024101520,495,767,284063,1,2024-10-15
2024101521,290,1515,568804,1,2024-10-15
2024101522,4833,2872,748459,1,2024-10-15
2024101523,7813,1952,815725,1,2024-10-15
2024101500,1,11,11641,1,2024-10-15
2024101511,5,41,16100,1,2024-10-15
2024101512,3135,644,415601,1,2024-10-15
2024101513,779,671,262398,1,2024-10-15
2024101515,2090,26,45046,1,2024-10-15
2024101516,4278,152,185146,1,2024-10-15
2024101517,312,25,32237,1,2024-10-15
2024101518,3014,2986,828453,1,2024-10-15
2024101519,1113,4142,1087304,1,2024-10-15
2024101520,495,767,284063,1,2024-10-15
2024101521,290,1515,568804,1,2024-10-15
2024101522,4833,2872,748459,1,2024-10-15
2024101523,7813,1952,815725,1,2024-10-15
2024101600,4462,1514,558061,1,2024-10-16
2024101609,1609,2787,941224,1,2024-10-16
2024101610,1745,1919,664064,1,2024-10-16
2024101611,463,807,398758,1,2024-10-16
2024101612,2989,827,322851,1,2024-10-16
2024101613,2062,447,111837,1,2024-10-16
2024101614,2116,1942,416948,1,2024-10-16
2024101615,2634,1884,340832,1,2024-10-16
2024101616,2611,2826,385136,1,2024-10-16
2024101617,540,1086,200887,1,2024-10-16
2024101618,2634,3746,960286,1,2024-10-16
2024101619,4157,1483,745501,1,2024-10-16
2024101620,2714,2058,701955,1,2024-10-16
2024101621,0,10,35575,1,2024-10-16
2024101622,5,1881,1291537,1,2024-10-16
2024101623,1316,889,355183,1,2024-10-16
2024101600,4462,1514,558061,1,2024-10-16
2024101609,1609,2787,941224,1,2024-10-16
2024101610,1745,1919,664064,1,2024-10-16
2024101611,463,807,398758,1,2024-10-16
2024101612,2989,827,322851,1,2024-10-16
2024101613,2062,447,111837,1,2024-10-16
2024101614,2116,1942,416948,1,2024-10-16
2024101615,2634,1884,340832,1,2024-10-16
2024101616,2611,2826,385136,1,2024-10-16
2024101617,540,1086,200887,1,2024-10-16
2024101618,2634,3746,960286,1,2024-10-16
2024101619,4157,1483,745501,1,2024-10-16
2024101620,2714,2058,701955,1,2024-10-16
2024101621,0,10,35575,1,2024-10-16
2024101622,5,1881,1291537,1,2024-10-16
2024101623,1316,894,361645,1,2024-10-16
2024101711,0,48,34717,1,2024-10-17
2024101712,0,1634,1059098,1,2024-10-17
2024101713,1407,1175,287551,1,2024-10-17
2024101714,293,1548,681524,1,2024-10-17
2024101715,2620,1603,1345273,1,2024-10-17
2024101716,338,318,161224,1,2024-10-17
2024101717,5,356,193054,1,2024-10-17
2024101718,29,732,226511,1,2024-10-17
2024101719,917,702,312138,1,2024-10-17
2024101720,1419,1054,347015,1,2024-10-17
2024101721,267,600,292882,1,2024-10-17
2024101722,988,1109,334672,1,2024-10-17
2024101723,2281,1954,1324571,1,2024-10-17
2024101711,0,48,34717,1,2024-10-17
2024101712,0,1634,1059098,1,2024-10-17
2024101713,1407,1175,287551,1,2024-10-17
2024101714,293,1548,681524,1,2024-10-17
2024101715,2620,1603,1345273,1,2024-10-17
2024101716,338,318,161224,1,2024-10-17
2024101717,5,356,193054,1,2024-10-17
2024101718,29,732,226511,1,2024-10-17
2024101719,917,702,312138,1,2024-10-17
2024101720,1419,1054,347015,1,2024-10-17
2024101721,267,600,292882,1,2024-10-17
2024101722,988,1109,334672,1,2024-10-17
2024101723,2281,1954,1324571,1,2024-10-17
2024101800,0,333,302914,1,2024-10-18
2024101812,181,537,306756,1,2024-10-18
2024101813,361,257,150489,1,2024-10-18
2024101814,2828,2378,575515,1,2024-10-18
2024101815,801,2172,466771,1,2024-10-18
2024101816,3079,2826,749811,1,2024-10-18
2024101817,2354,2173,381446,1,2024-10-18
2024101818,575,1194,258894,1,2024-10-18
2024101819,308,388,110004,1,2024-10-18
2024101820,917,103,60306,1,2024-10-18
2024101821,42,238,113207,1,2024-10-18
2024101822,1551,1690,447925,1,2024-10-18
2024101823,1290,955,323079,1,2024-10-18
2024101800,0,333,302914,1,2024-10-18
2024101812,181,537,306756,1,2024-10-18
2024101813,361,257,150489,1,2024-10-18
2024101814,2828,2378,575515,1,2024-10-18
2024101815,801,2172,466771,1,2024-10-18
2024101816,3079,2826,749811,1,2024-10-18
2024101817,2354,2173,381446,1,2024-10-18
2024101818,575,1194,258894,1,2024-10-18
2024101819,308,388,110004,1,2024-10-18
2024101820,917,103,60306,1,2024-10-18
2024101821,42,238,113207,1,2024-10-18
2024101822,1551,1690,447925,1,2024-10-18
2024101823,1290,955,323079,1,2024-10-18
2024101900,42,73,57563,1,2024-10-19
2024101909,61,551,204776,1,2024-10-19
2024101910,1052,2351,1064066,1,2024-10-19
2024101911,608,1151,465760,1,2024-10-19
2024101912,0,877,631853,1,2024-10-19
2024101913,3,714,59350,1,2024-10-19
2024101917,7,42,57031,1,2024-10-19
2024101918,2,413,282923,1,2024-10-19
2024101919,3,2082,1902801,1,2024-10-19
2024101920,96,659,351643,1,2024-10-19
2024101921,547,1587,266204,1,2024-10-19
2024101922,1244,1850,400304,1,2024-10-19
2024101923,2260,1320,324259,1,2024-10-19
2024101900,42,73,57563,1,2024-10-19
2024101909,61,551,204776,1,2024-10-19
2024101910,1052,2351,1064066,1,2024-10-19
2024101911,608,1151,465760,1,2024-10-19
2024101912,0,877,631853,1,2024-10-19
2024101913,3,714,59350,1,2024-10-19
2024101917,7,42,57031,1,2024-10-19
2024101918,2,413,282923,1,2024-10-19
2024101919,3,2082,1902801,1,2024-10-19
2024101920,96,659,351643,1,2024-10-19
2024101921,547,1587,266204,1,2024-10-19
2024101922,1244,1850,400304,1,2024-10-19
2024101923,2260,1320,324259,1,2024-10-19
2024102000,183,125,77729,1,2024-10-20
2024102008,1,6,18580,1,2024-10-20
2024102009,4551,904,393867,1,2024-10-20
2024102010,3419,502,222536,1,2024-10-20
2024102011,3686,557,250757,1,2024-10-20
2024102012,2410,258,65318,1,2024-10-20
2024102013,2540,1255,432628,1,2024-10-20
2024102014,9,222,225013,1,2024-10-20
2024102015,9,445,202922,1,2024-10-20
2024102017,1064,2557,485133,1,2024-10-20
2024102018,1535,2163,410426,1,2024-10-20
2024102019,1607,167,66827,1,2024-10-20
2024102020,225,1203,338100,1,2024-10-20
2024102021,2295,2191,414758,1,2024-10-20
2024102022,2407,558,195624,1,2024-10-20
2024102023,0,1,307,1,2024-10-20
2024102000,183,125,77729,1,2024-10-20
2024102008,1,6,18580,1,2024-10-20
2024102009,4551,904,393867,1,2024-10-20
2024102010,3419,502,222536,1,2024-10-20
2024102011,3686,557,250757,1,2024-10-20
2024102012,2410,258,65318,1,2024-10-20
2024102013,2540,1255,432628,1,2024-10-20
2024102014,9,222,225013,1,2024-10-20
2024102015,9,445,202922,1,2024-10-20
2024102017,1064,2557,485133,1,2024-10-20
2024102018,1535,2163,410426,1,2024-10-20
2024102019,1607,167,66827,1,2024-10-20
2024102020,225,1203,338100,1,2024-10-20
2024102021,2295,2191,414758,1,2024-10-20
2024102022,2407,558,195624,1,2024-10-20
2024102023,0,1,307,1,2024-10-20
2024102100,1,11,23445,1,2024-10-21
2024102109,1,637,256759,1,2024-10-21
2024102110,0,0,41,1,2024-10-21
2024102111,841,1318,390957,1,2024-10-21
2024102116,3,311,135474,1,2024-10-21
2024102117,535,807,298793,1,2024-10-21
2024102118,0,1891,1059179,1,2024-10-21
2024102119,1803,2123,903540,1,2024-10-21
2024102120,2594,1030,524894,1,2024-10-21
2024102121,319,493,209600,1,2024-10-21
2024102123,110,91,79188,1,2024-10-21
2024102100,1,11,23445,1,2024-10-21
2024102109,1,637,256759,1,2024-10-21
2024102110,0,0,41,1,2024-10-21
2024102111,841,1318,390957,1,2024-10-21
2024102116,3,311,135474,1,2024-10-21
2024102117,535,807,298793,1,2024-10-21
2024102118,0,1891,1059179,1,2024-10-21
2024102119,1803,2123,903540,1,2024-10-21
2024102120,2594,1030,524894,1,2024-10-21
2024102121,319,493,209600,1,2024-10-21
2024102123,110,112,110434,1,2024-10-21
2024102208,670,433,172018,1,2024-10-22
2024102209,410,12,8511,1,2024-10-22
2024102212,2323,1086,515520,1,2024-10-22
2024102215,37,34,37144,1,2024-10-22
2024102216,1079,68,68067,1,2024-10-22
2024102217,570,80,144914,1,2024-10-22
2024102218,274,1577,439220,1,2024-10-22
2024102219,553,1106,366423,1,2024-10-22
2024102220,154,43,31090,1,2024-10-22
2024102221,758,1118,1011617,1,2024-10-22
2024102222,0,839,996480,1,2024-10-22
2024102223,0,12,14686,1,2024-10-22
2024102208,670,433,172018,1,2024-10-22
2024102209,410,12,8511,1,2024-10-22
2024102212,2323,1086,515520,1,2024-10-22
2024102215,37,34,37144,1,2024-10-22
2024102216,1079,68,68067,1,2024-10-22
2024102217,570,80,144914,1,2024-10-22
2024102218,274,1577,439220,1,2024-10-22
2024102219,553,1106,366423,1,2024-10-22
2024102220,154,43,31090,1,2024-10-22
2024102221,758,1118,1011617,1,2024-10-22
2024102222,0,839,996480,1,2024-10-22
2024102223,0,17,20792,1,2024-10-22
2024102312,47,954,318551,1,2024-10-23
2024102313,74,362,229220,1,2024-10-23
2024102314,724,4057,426992,1,2024-10-23
