keyTime,keyCount,mouseCount,distance,freqType,date
2024102315,1284,2040,241653,1,2024-10-23
2024102316,699,2070,357860,1,2024-10-23
2024102317,132,1353,288372,1,2024-10-23
2024102318,2871,2937,556993,1,2024-10-23
2024102319,3153,4666,708123,1,2024-10-23
2024102320,1402,2861,253441,1,2024-10-23
2024102321,234,843,113869,1,2024-10-23
2024102322,87,1634,894555,1,2024-10-23
2024102323,159,1990,814938,1,2024-10-23
2024102312,47,954,318551,1,2024-10-23
2024102313,74,362,229220,1,2024-10-23
2024102314,724,4057,426992,1,2024-10-23
2024102315,1284,2040,241653,1,2024-10-23
2024102316,699,2070,357860,1,2024-10-23
2024102317,132,1353,288372,1,2024-10-23
2024102318,2871,2937,556993,1,2024-10-23
2024102319,3153,4666,708123,1,2024-10-23
2024102320,1402,2861,253441,1,2024-10-23
2024102321,234,843,113869,1,2024-10-23
2024102322,87,1634,894555,1,2024-10-23
2024102323,159,1990,814938,1,2024-10-23
2024102400,15,1641,1397230,1,2024-10-24
2024102414,27,890,457583,1,2024-10-24
2024102415,1403,923,642988,1,2024-10-24
2024102417,104,1042,519259,1,2024-10-24
2024102418,1407,1865,1125186,1,2024-10-24
2024102419,5129,477,288819,1,2024-10-24
2024102420,5550,391,308511,1,2024-10-24
2024102421,3783,1233,852545,1,2024-10-24
2024102422,1184,1275,731853,1,2024-10-24
2024102423,1909,2544,456358,1,2024-10-24
2024102400,15,1641,1397230,1,2024-10-24
2024102414,27,890,457583,1,2024-10-24
2024102415,1403,923,642988,1,2024-10-24
2024102417,104,1042,519259,1,2024-10-24
2024102418,1407,1865,1125186,1,2024-10-24
2024102419,5129,477,288819,1,2024-10-24
2024102420,5550,391,308511,1,2024-10-24
2024102421,3783,1233,852545,1,2024-10-24
2024102422,1184,1275,731853,1,2024-10-24
2024102423,1912,2550,464523,1,2024-10-24
2024102512,0,1496,748200,1,2024-10-25
2024102513,837,1607,755040,1,2024-10-25
2024102514,4546,2393,641706,1,2024-10-25
2024102515,2414,2356,723997,1,2024-10-25
2024102516,4202,903,496696,1,2024-10-25
2024102517,2497,1077,590417,1,2024-10-25
2024102518,1264,833,290156,1,2024-10-25
2024102519,3067,412,287819,1,2024-10-25
2024102520,1388,2928,817317,1,2024-10-25
2024102521,227,3525,398236,1,2024-10-25
2024102522,1431,644,191480,1,2024-10-25
2024102523,258,1337,1263904,1,2024-10-25
2024102512,0,1496,748200,1,2024-10-25
2024102513,837,1607,755040,1,2024-10-25
2024102514,4546,2393,641706,1,2024-10-25
2024102515,2414,2356,723997,1,2024-10-25
2024102516,4202,903,496696,1,2024-10-25
2024102517,2497,1077,590417,1,2024-10-25
2024102518,1264,833,290156,1,2024-10-25
2024102519,3067,412,287819,1,2024-10-25
2024102520,1388,2928,817317,1,2024-10-25
2024102521,227,3525,398236,1,2024-10-25
2024102522,1431,644,191480,1,2024-10-25
2024102523,258,1337,1263904,1,2024-10-25
2024102600,0,812,784370,1,2024-10-26
2024102609,82,360,186631,1,2024-10-26
2024102621,1016,1031,602591,1,2024-10-26
2024102622,94,452,175786,1,2024-10-26
2024102623,731,117,74883,1,2024-10-26
2024102600,0,812,784370,1,2024-10-26
2024102609,82,360,186631,1,2024-10-26
2024102621,1016,1031,602591,1,2024-10-26
2024102622,94,452,175786,1,2024-10-26
2024102623,731,117,74883,1,2024-10-26
2024102700,1491,11,19514,1,2024-10-27
2024102722,601,1047,867646,1,2024-10-27
2024102723,890,938,819886,1,2024-10-27
2024102700,1491,11,19514,1,2024-10-27
2024102722,601,1047,867646,1,2024-10-27
2024102723,890,938,819886,1,2024-10-27
2024102800,54,2310,922438,1,2024-10-28
2024102801,1611,1101,224429,1,2024-10-28
2024102811,31,155,74060,1,2024-10-28
2024102812,1,518,275458,1,2024-10-28
2024102816,0,8,9305,1,2024-10-28
2024102817,429,1943,918023,1,2024-10-28
2024102818,1007,3527,1016064,1,2024-10-28
2024102819,1140,2777,1041013,1,2024-10-28
2024102820,762,2794,1503560,1,2024-10-28
2024102821,747,1624,434694,1,2024-10-28
2024102822,2320,2165,637047,1,2024-10-28
2024102823,1205,677,201220,1,2024-10-28
2024102800,54,2310,922438,1,2024-10-28
2024102801,1611,1101,224429,1,2024-10-28
2024102811,31,155,74060,1,2024-10-28
2024102812,1,518,275458,1,2024-10-28
2024102816,0,8,9305,1,2024-10-28
2024102817,429,1943,918023,1,2024-10-28
2024102818,1007,3527,1016064,1,2024-10-28
2024102819,1140,2777,1041013,1,2024-10-28
2024102820,762,2794,1503560,1,2024-10-28
2024102821,747,1624,434694,1,2024-10-28
2024102822,2320,2165,637047,1,2024-10-28
2024102823,1205,685,204135,1,2024-10-28
2024102912,27,534,376547,1,2024-10-29
2024102917,7,2,16021,1,2024-10-29
2024102918,1501,2094,805885,1,2024-10-29
2024102919,724,1705,533371,1,2024-10-29
2024102920,83,559,320234,1,2024-10-29
2024102921,1711,2700,817841,1,2024-10-29
2024102922,1762,3471,586989,1,2024-10-29
2024102923,1629,2766,679817,1,2024-10-29
2024102912,27,534,376547,1,2024-10-29
2024102917,7,2,16021,1,2024-10-29
2024102918,1501,2094,805885,1,2024-10-29
2024102919,724,1705,533371,1,2024-10-29
2024102920,83,559,320234,1,2024-10-29
2024102921,1711,2700,817841,1,2024-10-29
2024102922,1762,3471,586989,1,2024-10-29
2024102923,1629,2766,679817,1,2024-10-29
2024103000,746,1488,781303,1,2024-10-30
2024103007,165,742,95046,1,2024-10-30
2024103012,1684,2615,881522,1,2024-10-30
2024103013,779,767,169855,1,2024-10-30
2024103014,2962,2828,521799,1,2024-10-30
2024103015,1839,2423,1140727,1,2024-10-30
2024103016,840,2594,589365,1,2024-10-30
2024103017,717,1004,237697,1,2024-10-30
2024103018,1975,1573,441474,1,2024-10-30
2024103019,2732,2075,670609,1,2024-10-30
2024103020,1522,1728,693445,1,2024-10-30
2024103021,1,481,286897,1,2024-10-30
2024103022,54,2148,1303124,1,2024-10-30
2024103023,1016,2698,886024,1,2024-10-30
2024103000,746,1488,781303,1,2024-10-30
2024103007,165,742,95046,1,2024-10-30
2024103012,1684,2615,881522,1,2024-10-30
2024103013,779,767,169855,1,2024-10-30
2024103014,2962,2828,521799,1,2024-10-30
2024103015,1839,2423,1140727,1,2024-10-30
2024103016,840,2594,589365,1,2024-10-30
2024103017,717,1004,237697,1,2024-10-30
2024103018,1975,1573,441474,1,2024-10-30
2024103019,2732,2075,670609,1,2024-10-30
2024103020,1522,1728,693445,1,2024-10-30
2024103021,1,481,286897,1,2024-10-30
2024103022,54,2148,1303124,1,2024-10-30
2024103023,1016,2698,886024,1,2024-10-30
2024103100,1,121,15108,1,2024-10-31
2024103111,1,186,109428,1,2024-10-31
2024103112,34,1557,860919,1,2024-10-31
2024103113,7,725,369872,1,2024-10-31
2024103114,0,1146,595891,1,2024-10-31
2024103115,641,2739,809683,1,2024-10-31
2024103116,1328,2415,611730,1,2024-10-31
2024103117,606,2642,468720,1,2024-10-31
2024103118,270,579,170129,1,2024-10-31
2024103119,1354,3832,783102,1,2024-10-31
2024103120,1540,1825,443913,1,2024-10-31
2024103121,1929,3043,790475,1,2024-10-31
2024103122,1220,2311,495690,1,2024-10-31
2024103123,824,2972,679871,1,2024-10-31
2024103100,1,121,15108,1,2024-10-31
2024103111,1,186,109428,1,2024-10-31
2024103112,34,1557,860919,1,2024-10-31
2024103113,7,725,369872,1,2024-10-31
2024103114,0,1146,595891,1,2024-10-31
2024103115,641,2739,809683,1,2024-10-31
2024103116,1328,2415,611730,1,2024-10-31
2024103117,606,2642,468720,1,2024-10-31
2024103118,270,579,170129,1,2024-10-31
2024103119,1354,3832,783102,1,2024-10-31
2024103120,1540,1825,443913,1,2024-10-31
2024103121,1929,3043,790475,1,2024-10-31
2024103122,1220,2311,495690,1,2024-10-31
2024103123,824,2972,679871,1,2024-10-31
2024110100,1203,3621,728408,1,2024-11-01
2024110101,126,755,181681,1,2024-11-01
2024110114,1192,3638,936138,1,2024-11-01
2024110115,1361,2106,1121417,1,2024-11-01
2024110116,1798,4093,1206199,1,2024-11-01
2024110117,778,3195,775788,1,2024-11-01
2024110118,461,2491,678091,1,2024-11-01
2024110119,1026,4479,1096579,1,2024-11-01
2024110120,212,931,296577,1,2024-11-01
2024110121,97,1637,1382862,1,2024-11-01
2024110122,4,2113,2247026,1,2024-11-01
2024110123,336,1990,1744418,1,2024-11-01
2024110100,1203,3621,728408,1,2024-11-01
2024110101,126,755,181681,1,2024-11-01
2024110114,1192,3638,936138,1,2024-11-01
2024110115,1361,2106,1121417,1,2024-11-01
2024110116,1798,4093,1206199,1,2024-11-01
2024110117,778,3195,775788,1,2024-11-01
2024110118,461,2491,678091,1,2024-11-01
2024110119,1026,4479,1096579,1,2024-11-01
2024110120,212,931,296577,1,2024-11-01
2024110121,97,1637,1382862,1,2024-11-01
2024110122,4,2113,2247026,1,2024-11-01
2024110123,336,1990,1744418,1,2024-11-01
2024110200,356,1599,359518,1,2024-11-02
2024110208,119,1050,295023,1,2024-11-02
2024110209,729,2854,531493,1,2024-11-02
2024110210,2579,3363,790245,1,2024-11-02
2024110212,0,106,95786,1,2024-11-02
2024110213,0,2230,2294132,1,2024-11-02
2024110215,229,2080,1793529,1,2024-11-02
2024110216,1398,2648,656021,1,2024-11-02
2024110217,1108,3388,1429651,1,2024-11-02
2024110218,77,610,379909,1,2024-11-02
2024110219,551,1975,666412,1,2024-11-02
2024110220,867,1866,563862,1,2024-11-02
2024110221,617,1623,434886,1,2024-11-02
2024110222,1712,2472,796909,1,2024-11-02
2024110223,64,2619,954368,1,2024-11-02
2024110200,356,1599,359518,1,2024-11-02
2024110208,119,1050,295023,1,2024-11-02
2024110209,729,2854,531493,1,2024-11-02
2024110210,2579,3363,790245,1,2024-11-02
2024110212,0,106,95786,1,2024-11-02
2024110213,0,2230,2294132,1,2024-11-02
2024110215,229,2080,1793529,1,2024-11-02
2024110216,1398,2648,656021,1,2024-11-02
2024110217,1108,3388,1429651,1,2024-11-02
2024110218,77,610,379909,1,2024-11-02
2024110219,551,1975,666412,1,2024-11-02
2024110220,867,1866,563862,1,2024-11-02
2024110221,617,1623,434886,1,2024-11-02
2024110222,1712,2472,796909,1,2024-11-02
2024110223,64,2619,954368,1,2024-11-02
2024110300,85,1951,1098317,1,2024-11-03
2024110301,0,86,58575,1,2024-11-03
2024110309,493,2643,1607420,1,2024-11-03
2024110310,498,2257,1088066,1,2024-11-03
2024110311,1971,4035,1019006,1,2024-11-03
2024110312,298,2007,387300,1,2024-11-03
2024110313,658,1409,576428,1,2024-11-03
2024110314,542,1920,949681,1,2024-11-03
2024110315,725,2094,609872,1,2024-11-03
2024110316,245,519,216248,1,2024-11-03
2024110317,504,2594,736285,1,2024-11-03
2024110318,767,2205,710779,1,2024-11-03
2024110319,589,2386,894696,1,2024-11-03
2024110320,548,3702,479694,1,2024-11-03
2024110321,2639,2083,523728,1,2024-11-03
2024110322,951,2543,616713,1,2024-11-03
2024110323,1957,1448,876874,1,2024-11-03
202411050005,0,0,1,0,2024-11-05
2024110300,85,1951,1098317,1,2024-11-03
2024110301,0,86,58575,1,2024-11-03
2024110309,493,2643,1607420,1,2024-11-03
2024110310,498,2257,1088066,1,2024-11-03
2024110311,1971,4035,1019006,1,2024-11-03
2024110312,298,2007,387300,1,2024-11-03
2024110313,658,1409,576428,1,2024-11-03
2024110314,542,1920,949681,1,2024-11-03
2024110315,725,2094,609872,1,2024-11-03
2024110316,245,519,216248,1,2024-11-03
2024110317,504,2594,736285,1,2024-11-03
2024110318,767,2205,710779,1,2024-11-03
2024110319,589,2386,894696,1,2024-11-03
2024110320,548,3702,479694,1,2024-11-03
2024110321,2639,2083,523728,1,2024-11-03
2024110322,951,2543,616713,1,2024-11-03
2024110323,1957,1448,876874,1,2024-11-03
2024110400,0,106,70018,1,2024-11-04
2024110409,31,1212,276079,1,2024-11-04
2024110410,247,1034,706500,1,2024-11-04
2024110411,233,321,193717,1,2024-11-04
2024110412,1652,1239,690345,1,2024-11-04
2024110416,19,244,138455,1,2024-11-04
2024110417,1135,2486,914849,1,2024-11-04
2024110418,393,1621,586099,1,2024-11-04
2024110419,96,515,877387,1,2024-11-04
2024110420,1970,1439,819357,1,2024-11-04
2024110421,93,1935,1339627,1,2024-11-04
2024110422,331,1308,564636,1,2024-11-04
2024110423,1352,1938,860960,1,2024-11-04
202411050007,0,25,13703,0,2024-11-05
202411050008,0,8,10619,0,2024-11-05
202411051208,0,23,19297,0,2024-11-05
202411051209,0,63,63030,0,2024-11-05
202411051210,19,74,60824,0,2024-11-05
202411051211,0,59,66107,0,2024-11-05
202411051212,0,34,43418,0,2024-11-05
202411051213,0,20,14131,0,2024-11-05
202411051214,0,43,37408,0,2024-11-05
202411051215,0,38,47273,0,2024-11-05
202411051216,0,17,22131,0,2024-11-05
202411051217,8,34,33427,0,2024-11-05
202411051218,0,37,20299,0,2024-11-05
202411051219,0,17,6332,0,2024-11-05
202411051220,0,38,17611,0,2024-11-05
202411051222,0,42,22992,0,2024-11-05
202411051223,0,55,48386,0,2024-11-05
202411051224,0,12,14146,0,2024-11-05
202411051225,0,1,1345,0,2024-11-05
202411051226,0,43,44764,0,2024-11-05
202411051227,0,11,15109,0,2024-11-05
202411051228,0,39,32386,0,2024-11-05
202411051229,0,68,55292,0,2024-11-05
202411051230,0,70,49050,0,2024-11-05
202411051231,0,64,60318,0,2024-11-05
202411051232,0,15,17730,0,2024-11-05
202411051233,0,50,38316,0,2024-11-05
202411051234,0,50,40228,0,2024-11-05
202411051235,0,33,31345,0,2024-11-05
202411051236,0,24,31920,0,2024-11-05
202411051237,0,18,22303,0,2024-11-05
202411051238,0,48,40693,0,2024-11-05
202411051239,0,17,17151,0,2024-11-05
202411051240,0,30,18673,0,2024-11-05
202411051241,0,46,34053,0,2024-11-05
202411051242,14,126,38834,0,2024-11-05
202411051243,48,88,23186,0,2024-11-05
202411051244,0,12,7083,0,2024-11-05
202411051245,0,39,13919,0,2024-11-05
202411051246,0,81,29988,0,2024-11-05
202411051247,0,59,34863,0,2024-11-05
202411051248,0,47,36911,0,2024-11-05
202411051249,0,43,22389,0,2024-11-05
202411051250,0,20,12465,0,2024-11-05
202411051251,0,5,4987,0,2024-11-05
202411051252,0,28,18433,0,2024-11-05
202411051253,0,52,20740,0,2024-11-05
202411051254,0,33,23198,0,2024-11-05
202411051255,0,12,12038,0,2024-11-05
202411051256,0,18,12087,0,2024-11-05
202411051257,0,42,20119,0,2024-11-05
202411051258,0,56,25063,0,2024-11-05
202411051259,0,26,31594,0,2024-11-05
202411051300,0,20,4870,0,2024-11-05
202411051301,0,72,24427,0,2024-11-05
202411051302,0,43,20986,0,2024-11-05
202411051303,0,44,36659,0,2024-11-05
202411051304,0,27,42835,0,2024-11-05
202411051305,0,33,32050,0,2024-11-05
202411051331,0,6,4816,0,2024-11-05
202411051546,36,7,5946,0,2024-11-05
202411051547,106,14,23775,0,2024-11-05
202411051548,18,9,19454,0,2024-11-05
202411051549,29,34,15073,0,2024-11-05
202411051550,22,6,2028,0,2024-11-05
202411051551,25,1,5080,0,2024-11-05
202411051552,0,61,18835,0,2024-11-05
202411051553,2,62,5232,0,2024-11-05
202411051555,10,10,12364,0,2024-11-05
202411051556,71,291,20015,0,2024-11-05
202411051557,0,132,17335,0,2024-11-05
202411051558,4,72,30614,0,2024-11-05
202411051559,57,69,8535,0,2024-11-05
202411051600,7,7,8146,0,2024-11-05
202411051601,37,37,14937,0,2024-11-05
202411051602,92,11,14763,0,2024-11-05
202411051603,55,25,16817,0,2024-11-05
202411051604,53,18,21506,0,2024-11-05
202411051605,10,13,16487,0,2024-11-05
202411051606,0,84,12617,0,2024-11-05
202411051607,0,6,9045,0,2024-11-05
202411051608,0,1,839,0,2024-11-05
202411051609,37,35,15081,0,2024-11-05
202411051610,0,6,2978,0,2024-11-05
202411051611,102,23,19000,0,2024-11-05
202411051612,0,52,24062,0,2024-11-05
202411051613,0,102,10920,0,2024-11-05
202411051614,0,3,6226,0,2024-11-05
202411051615,10,50,10223,0,2024-11-05
202411051616,109,17,17901,0,2024-11-05
202411051617,21,40,10191,0,2024-11-05
202411051618,0,20,6080,0,2024-11-05
202411051619,69,17,11196,0,2024-11-05
202411051620,13,49,16467,0,2024-11-05
202411051621,51,22,20336,0,2024-11-05
202411051622,96,20,19428,0,2024-11-05
202411051623,23,16,9322,0,2024-11-05
202411051624,57,16,13089,0,2024-11-05
202411051625,0,7,6830,0,2024-11-05
202411051626,62,22,23871,0,2024-11-05
202411051627,113,1,1771,0,2024-11-05
202411051628,58,4,6112,0,2024-11-05
202411051629,47,14,19464,0,2024-11-05
202411051630,57,22,18708,0,2024-11-05
202411051631,12,41,14866,0,2024-11-05
202411051632,0,15,4592,0,2024-11-05
202411051633,76,41,4933,0,2024-11-05
202411051634,152,6,15462,0,2024-11-05
202411051635,24,48,18495,0,2024-11-05
202411051636,101,18,18305,0,2024-11-05
202411051637,17,41,10669,0,2024-11-05
202411051638,35,30,10552,0,2024-11-05
202411051639,0,29,16350,0,2024-11-05
202411051640,41,39,22726,0,2024-11-05
202411051641,141,15,4705,0,2024-11-05
202411051642,52,90,11778,0,2024-11-05
202411051643,142,63,9877,0,2024-11-05
202411051644,3,63,15404,0,2024-11-05
202411051645,75,30,27131,0,2024-11-05
202411051646,45,9,11586,0,2024-11-05
202411051647,6,39,19291,0,2024-11-05
202411051648,12,42,21074,0,2024-11-05
202411051649,124,28,11201,0,2024-11-05
202411051650,36,19,2789,0,2024-11-05
202411051651,0,43,2556,0,2024-11-05
202411051652,67,41,16743,0,2024-11-05
202411051653,73,35,9719,0,2024-11-05
202411051654,143,6,9581,0,2024-11-05
202411051655,63,18,7163,0,2024-11-05
202411051656,79,40,9667,0,2024-11-05
202411051657,39,22,13961,0,2024-11-05
202411051658,75,29,17331,0,2024-11-05
202411051659,44,45,8840,0,2024-11-05
202411051700,40,5,9281,0,2024-11-05
202411051701,97,32,15637,0,2024-11-05
202411051702,28,17,17728,0,2024-11-05
202411051703,10,10,13765,0,2024-11-05
202411051704,0,7,9863,0,2024-11-05
202411051705,35,2,5455,0,2024-11-05
202411051706,31,137,39422,0,2024-11-05
202411051707,0,27,14081,0,2024-11-05
202411051708,42,27,14491,0,2024-11-05
202411051709,43,87,13161,0,2024-11-05
202411051710,0,77,11821,0,2024-11-05
202411051711,93,26,9592,0,2024-11-05
202411051712,42,99,17897,0,2024-11-05
202411051713,24,73,14575,0,2024-11-05
202411051715,0,0,3238,0,2024-11-05
202411051716,0,50,22556,0,2024-11-05
202411051717,0,38,7250,0,2024-11-05
202411051721,0,2,486,0,2024-11-05
202411051725,0,8,8269,0,2024-11-05
202411051820,50,70,18337,0,2024-11-05
202411051821,0,68,17221,0,2024-11-05
202411051822,0,76,4140,0,2024-11-05
202411051823,0,97,3965,0,2024-11-05
202411051824,0,9,4248,0,2024-11-05
202411051825,127,45,13542,0,2024-11-05
202411051826,0,21,497,0,2024-11-05
202411051827,0,7,3918,0,2024-11-05
202411051828,0,9,1164,0,2024-11-05
202411051829,0,40,11743,0,2024-11-05
202411051830,0,24,10696,0,2024-11-05
202411051831,33,105,16617,0,2024-11-05
202411051832,20,27,5906,0,2024-11-05
202411051833,71,52,11742,0,2024-11-05
202411051834,53,58,26765,0,2024-11-05
202411051835,1,131,4527,0,2024-11-05
202411051836,0,54,20673,0,2024-11-05
202411051837,55,17,14045,0,2024-11-05
202411051838,16,82,10902,0,2024-11-05
202411051839,39,109,19433,0,2024-11-05
202411051840,27,34,17891,0,2024-11-05
202411051841,33,95,29555,0,2024-11-05
202411051842,9,53,12274,0,2024-11-05
202411051843,21,88,29787,0,2024-11-05
202411051844,9,86,13468,0,2024-11-05
202411051845,59,65,36286,0,2024-11-05
202411051846,50,52,10469,0,2024-11-05
202411051847,22,68,9587,0,2024-11-05
202411051848,11,72,5347,0,2024-11-05
202411051849,41,85,17787,0,2024-11-05
202411051850,13,47,17791,0,2024-11-05
202411051851,37,33,15332,0,2024-11-05
202411051852,2,12,2692,0,2024-11-05
202411051853,4,72,9154,0,2024-11-05
202411051854,14,148,13706,0,2024-11-05
202411051855,64,79,15219,0,2024-11-05
202411051856,35,48,22434,0,2024-11-05
202411051857,23,62,17669,0,2024-11-05
202411051858,58,13,7670,0,2024-11-05
202411051859,58,45,11940,0,2024-11-05
202411051900,22,101,26573,0,2024-11-05
202411051901,90,32,20638,0,2024-11-05
202411051902,46,18,23477,0,2024-11-05
202411051903,55,24,10725,0,2024-11-05
202411051904,70,26,7387,0,2024-11-05
202411051905,53,22,5341,0,2024-11-05
202411051906,24,39,10503,0,2024-11-05
202411051907,23,40,7040,0,2024-11-05
202411051908,9,27,23226,0,2024-11-05
202411051909,0,28,12337,0,2024-11-05
202411051910,0,18,6151,0,2024-11-05
202411051911,14,74,7387,0,2024-11-05
202411051912,5,46,23666,0,2024-11-05
202411051913,0,11,11099,0,2024-11-05
202411051914,0,161,6914,0,2024-11-05
202411051915,50,56,13124,0,2024-11-05
202411051916,0,37,13905,0,2024-11-05
202411051917,8,142,29583,0,2024-11-05
202411051918,28,129,33431,0,2024-11-05
202411051919,50,46,23055,0,2024-11-05
202411051920,0,5,16796,0,2024-11-05
202411051922,0,39,16637,0,2024-11-05
202411051923,14,48,17587,0,2024-11-05
202411051924,6,41,20756,0,2024-11-05
202411051925,57,164,11843,0,2024-11-05
202411051926,109,18,18610,0,2024-11-05
202411051927,63,41,26416,0,2024-11-05
202411051928,8,32,11364,0,2024-11-05
202411051929,0,105,5974,0,2024-11-05
202411051930,15,38,19338,0,2024-11-05
202411051931,21,29,12328,0,2024-11-05
202411051932,66,32,14066,0,2024-11-05
202411051933,12,77,28754,0,2024-11-05
202411051934,0,110,24264,0,2024-11-05
202411051935,0,48,12771,0,2024-11-05
202411051936,0,63,8523,0,2024-11-05
202411051937,32,113,11561,0,2024-11-05
202411051938,0,100,21903,0,2024-11-05
202411051939,25,151,15217,0,2024-11-05
202411051940,150,11,6343,0,2024-11-05
202411051941,0,267,17390,0,2024-11-05
202411051942,13,62,22235,0,2024-11-05
202411051943,131,72,23313,0,2024-11-05
202411051945,3,158,18628,0,2024-11-05
202411051946,80,25,20521,0,2024-11-05
202411051947,12,28,25069,0,2024-11-05
202411051948,8,29,11952,0,2024-11-05
202411051949,21,47,16284,0,2024-11-05
202411051950,14,33,9420,0,2024-11-05
202411051951,52,37,14183,0,2024-11-05
202411051952,11,69,17305,0,2024-11-05
202411051953,0,136,5369,0,2024-11-05
202411051958,36,8,4358,0,2024-11-05
202411052005,4,11,7037,0,2024-11-05
202411052059,0,11,14381,0,2024-11-05
202411052100,0,24,42537,0,2024-11-05
202411052101,0,15,9654,0,2024-11-05
202411052102,0,47,25994,0,2024-11-05
202411052103,0,43,22276,0,2024-11-05
202411052104,0,48,27234,0,2024-11-05
202411052105,0,4,3422,0,2024-11-05
202411052106,0,35,20071,0,2024-11-05
202411052107,69,21,16709,0,2024-11-05
202411052108,0,31,10656,0,2024-11-05
202411052109,0,12,13078,0,2024-11-05
202411052110,0,22,9262,0,2024-11-05
202411052111,0,32,9952,0,2024-11-05
202411052112,0,5,1060,0,2024-11-05
202411052113,0,21,6301,0,2024-11-05
202411052114,0,17,6304,0,2024-11-05
202411052115,0,18,6107,0,2024-11-05
202411052116,0,19,7740,0,2024-11-05
202411052117,0,3,778,0,2024-11-05
202411052119,0,18,6045,0,2024-11-05
202411052120,0,12,3462,0,2024-11-05
202411052121,0,5,2866,0,2024-11-05
202411052122,0,0,370,0,2024-11-05
202411052123,0,6,2393,0,2024-11-05
202411052124,5,44,23219,0,2024-11-05
202411052125,0,18,9908,0,2024-11-05
202411052126,0,27,10159,0,2024-11-05
202411052127,0,22,8567,0,2024-11-05
202411052128,0,38,14534,0,2024-11-05
202411052129,0,51,27975,0,2024-11-05
202411052130,0,6,3551,0,2024-11-05
202411052131,0,60,17849,0,2024-11-05
202411052132,0,48,18546,0,2024-11-05
202411052133,0,54,29672,0,2024-11-05
202411052134,0,18,10242,0,2024-11-05
202411052135,0,23,10834,0,2024-11-05
202411052136,0,52,16810,0,2024-11-05
202411052137,0,55,19155,0,2024-11-05
202411052138,0,59,24085,0,2024-11-05
202411052139,2,29,18258,0,2024-11-05
202411052140,0,9,10792,0,2024-11-05
202411052141,0,35,14717,0,2024-11-05
202411052142,0,46,18271,0,2024-11-05
202411052143,0,26,15097,0,2024-11-05
202411052144,0,17,12641,0,2024-11-05
202411052145,0,40,21517,0,2024-11-05
202411052146,0,3,5939,0,2024-11-05
202411052147,0,27,49402,0,2024-11-05
202411052148,0,17,31530,0,2024-11-05
202411052149,34,53,24131,0,2024-11-05
202411052150,0,31,21878,0,2024-11-05
202411052151,22,46,26901,0,2024-11-05
202411052152,40,26,14029,0,2024-11-05
202411052153,19,30,11592,0,2024-11-05
202411052154,29,45,22456,0,2024-11-05
202411052155,12,40,16740,0,2024-11-05
202411052156,0,27,12317,0,2024-11-05
202411052157,0,25,8182,0,2024-11-05
202411052158,0,34,9615,0,2024-11-05
202411052159,0,56,26716,0,2024-11-05
202411052200,0,29,17229,0,2024-11-05
202411052201,0,8,4946,0,2024-11-05
202411052202,0,58,16671,0,2024-11-05
202411052203,0,17,6359,0,2024-11-05
202411052204,0,43,28307,0,2024-11-05
202411052205,0,37,28543,0,2024-11-05
202411052206,0,15,11039,0,2024-11-05
202411052207,0,2,4373,0,2024-11-05
202411052208,0,23,7076,0,2024-11-05
202411052209,0,43,20820,0,2024-11-05
202411052210,0,44,15243,0,2024-11-05
202411052211,0,36,16676,0,2024-11-05
202411052212,0,62,21775,0,2024-11-05
202411052213,0,35,19201,0,2024-11-05
202411052214,0,22,14379,0,2024-11-05
202411052215,0,21,15024,0,2024-11-05
202411052216,0,18,9511,0,2024-11-05
202411052217,0,11,4031,0,2024-11-05
202411052218,0,50,27818,0,2024-11-05
202411052219,0,46,19774,0,2024-11-05
202411052220,0,43,23348,0,2024-11-05
202411052221,0,38,22065,0,2024-11-05
202411052222,0,36,25272,0,2024-11-05
202411052223,0,26,12418,0,2024-11-05
202411052224,0,30,10797,0,2024-11-05
202411052225,0,56,25524,0,2024-11-05
202411052226,0,5,3502,0,2024-11-05
202411052227,0,19,17968,0,2024-11-05
202411052228,0,23,24178,0,2024-11-05
202411052229,0,12,8505,0,2024-11-05
202411052230,0,28,11762,0,2024-11-05
202411052231,0,50,18966,0,2024-11-05
202411052232,0,54,37014,0,2024-11-05
202411052233,0,25,32597,0,2024-11-05
202411052234,0,32,19084,0,2024-11-05
202411052235,0,22,13909,0,2024-11-05
202411052236,0,48,17209,0,2024-11-05
202411052237,0,42,17446,0,2024-11-05
202411052243,0,0,22,0,2024-11-05
202411052251,5,5,3530,0,2024-11-05
202411052252,40,45,18584,0,2024-11-05
202411052253,27,58,10578,0,2024-11-05
202411052254,12,14,38601,0,2024-11-05
202411052255,53,0,64094,0,2024-11-05
202411052256,34,7,60389,0,2024-11-05
202411052257,41,23,66241,0,2024-11-05
202411052258,150,41,29357,0,2024-11-05
202411052259,23,22,35813,0,2024-11-05
202411052300,128,5,52402,0,2024-11-05
202411052301,126,0,82105,0,2024-11-05
202411052302,71,0,85111,0,2024-11-05
202411052303,74,2,84817,0,2024-11-05
202411052304,37,34,43169,0,2024-11-05
202411052305,87,23,23648,0,2024-11-05
202411052306,5,256,38889,0,2024-11-05
202411052307,107,100,11332,0,2024-11-05
202411052308,58,37,25283,0,2024-11-05
202411052309,38,8,9912,0,2024-11-05
202411052310,17,7,2712,0,2024-11-05
202411052311,44,30,6462,0,2024-11-05
202411052312,37,0,0,0,2024-11-05
202411052313,35,0,0,0,2024-11-05
202411052314,75,0,525,0,2024-11-05
